coordinates
441,"(33.0183924, -117.1318399)"
442,"(32.7791529, -117.2076687)"
443,"(32.7530866, -117.0890485)"
444,"(32.802974, -117.1635048)"
445,"(30.3590212, -81.5031573)"
446,"(32.7917757, -117.0123351)"
447,"(37.755991, -122.441343)"
448,"(37.8670348, -122.3005735)"
449,"(32.7827853, -117.2366326)"
450,"(41.5003118, -81.68579129999999)"
451,"(32.7483492, -117.1917233)"
452,"(32.6884269, -117.0454553)"
453,"(32.7188904, -117.1538537)"
454,"(32.7632359, -117.1014844)"
455,"(32.7552939, -117.11473)"
